STT,content,sentiment
529,"Hàng được đóng gói cẩn thận,giao nhanh, màu này khá là tươi, thích hợp cho nhưng bạn đang tập vẽ, cọ đi kèm hơi cứng,với những bạn không quen vẽ cọ đựng sẵn nước này như tôi thì nên dùng cọ ngoài. Có 1 vấn đề nhỏ tôi vẫn thắc mắc là ô màu rose-bengal cứ thấy chấm chấm đen li ti như cát ,pha ra cũng có ngững chấm đen ấy.",1
530,"Cảm ơn Tiki, đóng gói rất đẹp và an toàn, hàng giao trước dự kiến. Mình kiểm tra thử thấy tươi, đẹp, nhưng hòa không ổn lắm, so với các loại đồng giá khác thì như vậy là tốt lắm rồi. nhân viên giao hàng thân thiện, nói chuyện dễ thương. Có điều khâu xử lí hàng và giao hàng khá lâu mất khoảng 1 tuần, không biết có phải mình ở xa hay không. Cảm ơn tiki rất nhiều, mình sẽ tiếp tục ủng hộ",1
531,"Bảo tặng 2 bút nước, 2 mút mà sao chỉ thấy 1 bút nước, 1 mút Thế là như thế nào vậy ạ? CHẸP CHẸP, phục vụ.............................. mình cảm thấy rất không hài lòng Mong là cửa hàng sẽ rút kinh nghiệm và nếu được thì cho thêm 1 bút nước và 1 mút nhé",-1
532,"Nhận hàng sau 2 ngày đặt (vận chuyển tiêu chuẩn miễn phí giao hàng). chậm trễ 1 ngày nhưng Tiki nhắn tin xin lỗi cẩn thận ❤ dù mình không cũng không cần gấp lắm. Vẫn như mọi tóm tắt   khác, Tiki đóng gói hàng số 2 thì không ai dám nhận số 1 ? Rất gọn gàng sạch đẹp ? Cảm xúc khi vừa khui hộp thì: ""Truyền thuyết về Tiki dễ thương có là thật"" ? Ý mình là 4 cái dấu trang tặng kèm ý ? Còn về sạch thì hình thức tốt, bìa đẹp, giấy tốt, dùng kèm phương pháp, CD có thể lên trang mạng nhà sách tải về. Nội dung đọc qua thấy ổn, tóm tắt   của những người khác cũng tốt. Từ giờ mình sẽ mua hàng trên Tiki nhiều hơn, đặc biệt là sách.",1
533,"Chất lượng sách ổn, mình đọc qua thấy dễ hiểu với những người mới như mình. Còn chi tiết như nào phải học hết quyển mới biết. Mình chụp ngẫu nhiên vài trang để các bạn tham khảo.",0
534,"Thực sự thì mình thấy nhiều chỗ sách dịch ra cách đọc tiếng việt bị sai. Chỉ nên học cuốn này nếu bạn mới bắt đầu làm quen tiếng hoa, nhưng nếu các bạn học phụ thuộc vào nó quá thì sẽ dẫn tới tình trạng đọc kiểu bồi (vì ngoài phiên âm, sách còn ghi thêm cách đọc theo tiếng việt thuần dẫn tới việc đọc không đúng)",-1
535,"sách đẹp, giao lại nhanh , sách có cả phiên âm pinyin và phiên âm tiếng việt nha mọi người. Theo mình thì phiên âm pinyin vẫn dễ đọc nhất😂 đọc patv cứ bị chẹo miệng. Nói chung là nên mua nhé mọi người",1
536,"Sách này phù hợp cho những bạn mới bắt đầu, tuy có sai sót một vài chỗ ở phần phiên âm nhưng nhìn chung là một cuốn sách hữu ích. Sách không có đĩa nhưng có thể tải  rồi quét mã phía sau sách, có thể sử dụng  để luyện nghe khi rảnh, thuận tiện. Tuy nhiên giọng đọc khá nặng nề.",0
537,"Dịch vụ khỏi bàn . Nội dung sách phiên âm sai nhiều . Tốc độ đọc quá nhanh so với người tự học . In sai gần chục trang , trang nọ lộn sang trang kia , tùm lum cả ,  thì dở , lúc vào được lúc không , chưa bao giờ mua sách ở tiki lại bị lỗi đến như thế , thất vọng tràn trề !",-1
538,nói chung là sách đều ổn giao hàng cũng siêu nhanh toàn mua sách trên cửa hàng giờ chuyển sang tiki thấy ổn phết mua cả 4 quyển đều bảo được bọc bằng bảo vệ sách hay sao ý mà nhận được lại không có nên trừ 1⭐️ hihiiiii,1
539,"Sách có hướng dẫn rõ ràng về phát âm, từ vựng phong phú với nhiều chủ đề đa dạng, tiki đóng gói cẩn thận, giao hàng nhanh. tuy nhiên, về phần phiên âm cách phát âm qua tiếng việt để người học có thể dễ phát âm hơn, vẫn còn nhiều chủ bị lỗi, khác với cách phát âm thực tế,  dùng để học cũng đọc quá nhanh, khó nghe kịp, và thường hay bị ra ngoài do lỗi .",0
540,"Sách có nội dung dễ hiểu, đầy đủ phiên âm và nghĩa. Nhưng phần  thì có chút không chất lượng. Nghe bài 1 thôi đã thấy không muốn nghe rồi. Giọng phát âm là của người nước ngoài có lẽ là phương Tây. Nói ngọng líu lên mà dùng mà làm tư liệu nghe thì thật không ổn chút nào.",-1
541,"4,5* đối với mình, cuốn sách như một li trà cho tâm hồn để mình ngồi nhâm nhi, tận hưởng. cuốn sách viết rất dễ hiểu, giúp mình hiểu rõ hơn về cơn giận, về tái thiết lập truyền thông và cả chánh niệm. mình học được nhiều điều nhỏ từ cuốn sách để sống chậm hơn, hiểu bản thân hơn. tuy nhiên có một điểm trừ là nội dung được lặp lại nhiều lần trong sách mà mình nghĩ là không cần thiết",0
542,"Cuốn sách để mình có thể làm bạn với những thứ mà mọi người chán ghét nhất. Ngay cả những sân si trong lòng mình nếu biết quan tâm, chăm sóc vẫn có thể làm một người bạn tốt.",1
543,"sách rất hay, mình nghĩ đây là cuốn sách dành cho những người hay tức giận hoặc khó chịu bởi những người thân thiết xung quanh ( gia đình, bè bạn, người yêu)",1
544,"Sách đẹp, nội dung sâu sắc phù hợp cho những ai đang trên con đường tu tập, hoặc những ai đang muốn làm cách nào để kiểm soát cơn giận.",1
545,Lúc đầu đọc hơi khó hiểu tí! Nhưng cố đọc chậm chậm và ngẫm lại thì dễ hiểu. Nói chung về nội dung thì miễn bàn! Truyện sao thì phim cũng i chàng. Sau khi đọc truyện xong thì tự nhiên cảm thấy thích nước Nhật kinh khủng. Nói chung không nên bỏ qua tác phẩm này! Tuyệt vời,0
546,Mình có xem qua phim rồi và thấy hay nên mua truyện đọc thử. Tiki giao hàng nhanh lắm 1 ngày là tới nhưng mà sao Tiki lại không cẩn thận trong khâu kiểm tra hàng trước khi giao vậy??? Quyển sách mình nhận được nó rách 1 mảng luôn ý! Cái này không thể bảo là lỗi vận chuyển được vì hộp không móp méo gì cả. Trước nay mình mua trên Tiki chưa bao giờ bị như vậy cả và đây là lần đầu tiên nên mình hy vọng Tiki sẽ làm việc cẩn thận hơn (vì chỉ cần nhìn vào sản phẩm các bạn trao đến khách hàng là cũng đủ để đánh giá chất lượng phục vụ cũng như mức độ quay lại của khách ) :))),-1
547,"Tiki giao hàng thần tốc luôn. Sách được bọc trong nylon, không bị cong hay quăn mép hoặc gáy sách. Giấy đẹp, bìa đẹp, nội dung thì không cần phải bàn nhiều nữa 😁😁😁. Sách còn rất mới, được bảo quản tốt. Mặc dù đã xem phiên bản phim hoạt hình rồi nhưng vẫn có tâ trạng háo hức khi cầm trên tay cuốn sách này. 😄😄😄",1
548,"đặt lúc 12h30, 2h30 cùng ngày đã nhận được sách do mình sử dụng tiki now, tiki giao hàng nhanh nhưng nhân viên giao hàng hơi khó chịu. Sách mới nguyên còn bao sách tuy nhiên khi mở ra đọc thì 1 số trang sách bị đứt rời ra khỏi gáy",-1
549,"Đặt trước nhưng nhận muộn là do lỗi của mình nhưng các bạn giao hàng vẫn rất nhiệt tình, 1 điểm cộng lớn cho Tiki. Chất lượng sách thì khỏi bàn, bọc, gói sách cẩn thận, đầy đủ post card. Mong lần đặt sau, Tiki vẫn giữ nguyên chất lượng như vậy.",1
550,Mình đặt mua cuốn này khi đã đọc ké hết chương 17. Đối với một đứa hướng nội đến 70% nhưng vẫn cần các mối quan hệ như mình thì nó thật sự có ích. Hơn nữa mình cũng muốn em mình đọc nó trước khi con bé vào đại học. Mình có để mục lục cho các bạn th khảo.,0
551,"Khá hài lòng khi sách được bọc bằng nilon. Nên không có bụi bẩn. Giao hàng nhanh. Bình thường tưởng 2,3 ngày mới có. Vừa hôm qua đặt hôm nay có luôn rồi. Nhưng mình giảm 1 sao vì sách giao đến cho mình hộp hơi bị móp. Nên sách cũng bị quăn theo. Tiki lưu ý giúp mình nha. Vậy thôi. Còn lại hài lòng à.",0
552,"Đây là một mẹo nhỏ để kết nối với mọi người cho dù là bạn bè, người thân, hay đồng nghiệp thành công của nó dự trên sự phóng khoáng và chân thành và sự kiên nhẫn, tuy nhiên nó đào sâu thêm nữa về tạo thương hiệu cá nhân hay lập kế hoạch để tạo ra kết nối vâng với nhiều người trong đó có mình sẽ khá khó để thực hiện hết cùng lúc nhưng mời ai đó ăn trưa cùng thì.",0
553,"Sách đẹp, có bọc nilon bên ngoài, khônh bị sứt mẻ gì cả Nội dung thú vị, rất bổ ích cho mọi người , nên đọc 1 lần cho biết, đặc biệt với mấy người ít giao tiếp và dở xã giao như mình nè, hihi! Đọc nó mình chợt nhận ra thực tế xung quanh rất giống những gì sách đề cập, dù là ở môi trường nào, nền văn hoá nào; thì những người thành công 99% họ đều tự thiết lập cho mình những mối quan hệ xã hội hữu ích, lành mạnh, không toxic! Giúp mình, giúp người! Tiki giao hàng nhanh, đóng gói cẩn thận, giao hàng đúng vào trận mưa đầu mùa, hihi, cảm ơn anh nhân viên giao hàng, cảm ơn Tiki nhiều!",1
554,"Lần đầu tiên mình nhìn thấy quyển sách này là ở trong 1 danh sách đỉnh những quyển sách bán chạy nhất nhưng quả thật mình không thấy hứng thú lắm. Mình cũng đoán ra được đây là quyển sách chỉ cho mình cách xây dựng mối quan hệ nhưng mình lại nghĩ lại là những lí thuyết suông, giống mấy cái thứ mình suốt ngày đọc được trên mạng, lí thuyết thì hay mà chẳng ứng dụng được. Cho đến một ngày mình tự dưng xem nó trên tiki và khi xem đánh giá của mọi người. Mình thốt lên “wow, quyển sách này thật sự hay đến thế sao?”. Thế là mình quyết định mua nó, mình nghĩ mình sẽ đọc nhưng không mong đợi nhiều. Nhưng khi đọc nó thì mình thấy đây là quyết định sáng suốt nhất của mình. Lí thuyết trong quyển sách nhiều nhưng ví dụ còn nhiều hơn thế nữa nên mình dế dàng tìm được cách ứng dụng những kiến thức trong quyển sách này. Tác giả luôn lấy dẫn chứng từ chính tác giả qua những thành công và thất bại của mình và rất nhiều người nổi tiếng khác trên thế giới để chứng minh lí lẽ của mình. Mỗi chương đều có thêm phần tiểu sử người nỗi tiếng đó là phần mà tác giả dẫn chững những người nổi tiếng đó đã áp dụng phương thức được đưa ra thành công như thế nào trong sự nghiệp ví dụ như cả việc tranh cử tổng thống. Tác giả gần như đã hướng dẫn bạn từng bước và các bạn chỉ cần mang nó ra ứng dụng ngoài đời. Những lí thuyết mà tác giả đưa ra nó là những điều mà các bạn khó có thể tìm thấy ở những quyển sách khác hay trên mạng: vượt qua người giữ cửa, xây dựng mối quan hệ với các nhà báo, trở thành người môi giới kiến thức, tổ chức những buổi tiệc để đem lại những mối quan hệ hiệu quả, tham gia các CLB nào... Tác giả luôn cởi mở chia sẻ, không ngần ngại nói về bản thân mình kể cả là những sai lầm từng mắc phải của mình. Quyển sách sẽ còn đặc biệt phù hợp với những người làm trong lĩnh vực tiếp thị, kinh doanh cần nhiều mối quan hệ đối tác. Tóm lại, quyển sách này hơn tất cả những lí thuyết thông thường đó là tất cả kinh nghiệm tích luỹ nhiều năm của tác giả. Cảm ơn tác giả Keith Ferrazzi đã mang đến một quyển sách rất hữu ích.",1
555,"Mình có mua bảo vệ sách cho quyển này, nghĩa là tiki phải bọc sách rồi mới giao vậy mà tình trạng bìa tệ vậy vẫn giao cho khách( không thể do vận chuyển vì tình trạng kiện hàng nguyên vẹn). Mong các bạn kinh doanh có trách nhiệm hơn, đừng chỉ bán cho xong rồi thôi. Thân",0
556,"Cuốn này mình mua nhưng chưa đọc vì mình tặng bạn người yêu ^^. Nhưng mình nghe rất nhiều người tóm tắt   về cuốn này rồi rất nên đọc, một người chị của mình cũng nói rằng đây là cuốn thay đổi chị ấy rất nhiều. Vì chưa đọc nên mình muốn nói qua về phần bìa và chất lượng giấy. Bìa tái bản này siêu đẹp luôn, tên sách in có hiệu ứng bóng ý ạ, nhìn sịn sò lắm luôn, chất lượng giấy cũng như in sịn lắm ạ, cầm cuốn sách mà chắc tay luôn á. Có dịp mình sẽ mua lại cuốn này để đọc.",1
557,"- Lòng tham của con người là thứ không thể tưởng tượng được, vô cùng vô tận. - Yêu thôi đừng yêu mù quáng. - Đối với một số người, xấu cũng là cái tội. Đó là những điểm lặng in dấu trong lòng mình sau khi đọc xong tác phẩm này. Tình tiết lúc đầu thiên về phân tích nhiều nên có thể đối với một số bạn sẽ hơi chán nhưng về sau rất kịch tính. Một tác phẩm đáng đọc.",1
558,"Đánh giá: 3/5 🌟 + 1🌟 vì Tiki giao hàng nhanh Cuốn này ổn. Đương nhiên nó chỉ ổn ở mức khá chứ không thể đem ra so sánh bì tị với những cuốn trinh thám tâm lý sau này của Keigo senóiei. Nhưng chí ít nó cũng vượt qua mức độ kỳ vọng ban đầu của mình. Cốt truyện tương đối đơn giản, dễ hiểu, dễ nắm bắt, nếu không muốn nói là quen thuộc như đọc Conan (😃??). Nói vui vậy để các bạn có thể hình dung ra đây đích thực là một cuốn trinh thám cổ điển đời đầu sự nghiệp sáng tác của Higashino Keigo, với lối đi quen thuộc ""Hung thủ là một trong số những người ở đây"". Tuy nhiên hệ thống anh chị em con cháu bạn dì của nhà IchigMàara ở đầu tác phẩm có thể khiến bạn ""vuốt mặt không kịp"" nên hãy phác qua gia phả nhà này ra để tiện theo dõi. 1/3 đầu của truyện sẽ hơi chậm, có chút rườm rà vì ắt hẳn đây là phần dẫn để bắt đầu đẩy nhanh mạch truyện từ chương thứ 12. Phần cuối hiển nhiên sẽ có bất ngờ, nhưng bất ngờ nhẹ đô thôi, không cần đội mũ bảo hiểm. Tâm lý nhân vật cũng không quá nổi bật mặc dù truyện được kể bằng ngôi thứ nhất, dưới góc nhìn của nữ chính Kiriyu Erikhông. Trong tác phẩm này, nhà văn chú trọng vào hành động để làm rõ tính cách của các nhân vật hơn là sử dụng các đòn đánh tâm lý. Đặc biệt là Erikhông - cô gái có phần lạnh lùng với một kế hoạch trả thù tỉ mỉ cho người yêu đã chết trong vụ hoả hoạn và cho cả gương mặt đã bị lửa thiêu cháy. Theo tiến trình của kế hoạch, hung thủ dần lộ diện, những bí ẩn đằng sau bức di chúc về khối tài sản kếch xù của ông IchigMàara Takaaki cũng sẽ dần được hé mở. Như mình nói ở trên, càng về cuối truyện sẽ càng hấp dẫn. Tựu chung lại, ""Vụ án mạng ở lữ quán Kairotei"" là một tiểu thuyết trinh thám khá hay. Nó không quá đặc biệt, tuy nhiên bù lại được cái rất dễ đọc và đọc rất nhanh. Nếu bạn kỳ vọng nó như ""Bạch dạ hành"" hay ""Phía sau nghi can X"", thì mình phải nói bạn hãy từ bỏ suy nghĩ ấy đi. Nhưng nếu bạn hỏi nó có tệ không, thì câu trả lời sẽ là không hề nhé, nên đọc thử. Mình tóm tắt   tại IG: @rosietóm tắt  s.2020 Về Tiki: vận chuyển nhanh, nhưng không có bọc gì cả, mọi lần mình đặt vẫn có bọc, riêng cuốn này cứ trơ nguyên 1 cục nên có vài chỗ bị nham nhở. May là không xước sát gì nhiều. Mong Tiki lưu ý hơn",1
559,"Chưa có thời gian để đọc hết sách và tóm tắt   nội dung nên mình sẽ nói qua khâu nhận hàng. Các đơn hàng trước rất là ổn cho đến đơn hàng này. Nhân viên bọc bảo vệ sách làm khá ẩu. 4 quyển mình mua đều được bọc lỏng lẻo, cảm giác cầm tay khó chịu. Riêng quyển Lữ quán Kairotei này còn bị hở phía trên như hình. Mong Tiki làm việc cẩn thận hơn vì sách của mình đều mua từ Tiki hết",-1
560,"Truyện lôi cuốn, không đi sâu tâm lý nhân vật như các tác phẩm sau của ông, giống như Án mạng mười một chữ, mạch trinh thám diễn ra đầu và đến phút cuối tiết lộ hung thủ, câu chuyện thực sự. Kết thúc trọn vẹn, không mông luông về tương lai nhân viên9 như . Erikhông ngay từ đầu, khi ở bệnh viện đã có một con đường khác, dẫn đến cuộc sống khác nhưng đây là lựa chọn của cô ấy, cá nhân mình không thấy đáng tiếc vì đó là điều cô ấy muốn, chỉ chợt tò mò mọi thứ sẽ ra sao. Cực kỳ đáng mua.",0
561,"Về dịch vụ, Tiki làm việc rất hiệu quả, sách giao rất nhanh, mình có mua bảo vệ sách nên được bọc sạch sẽ, nhưng cũng phải chê một điểm là bảo vệ sách bây giờ không còn được cắt phần rìa dư ra nữa, dư khá nhiều làm mình không trưng lên kệ. Về cuốn sách, Nhã Nam không bao giờ làm mình không thể không hài lòng. Một tác phẩm mới đến từ Keigo, nội dung để tránh tiết lộ, mình sẽ không nói gì, thay vào đó, bạn hãy mua ngay và luôn để trải nghiệm nhé́. Bìa được thiết kế rất đẹp, nóng như cái nóng Sài Gòn mấy ngày nay, in ấn giấy của Nhã Nam không có gì để chê, giấy bóng sáng, dày, cầm đọc đầm tay rất thích. Cuối cùng thì Nhã Nam luôn biết chiều lòng độc giả, hóng Trái tim của Brutus.",1
562,"Tuy vụ án không quá li kỳ và không có nhiều mối quan hệ chằng chịt. Nhưng truyện này cũng có ba điểm sự hấp dẫn khác biệt so với những cuốn mình đã đọc trước đó: 1) Sử dụng ngôi kể thứ nhất thay vì thứ ba. Người kể chính là người gây án, lại là lời nội tâm của một cô gái - cách kể này mới lạ và có chiều sâu hơn hẳn. 2) Vụ án không được phá bởi cảnh sát hay thám tử Galileo, mà bởi nữ chính. Và cái kết kịch tính cũng được tạo ra bởi nữ chính, không ai ngăn chặn được. 3) Sự đánh tráo nạn nhân- hung thủ và sự giả danh, đến 2 lần: lần 1- đã được thông báo từ đầu truyện là của nữ chính, lần 2- bất ngờ hơn là của nam chính. Nhìn chung là nếu bạn mê văn của bác Keigo, thì nên mua để sưu tập một cách kể đa dạng mới. Còn nếu kì vọng về một vụ án đồ sộ và lắt léo như kiểu Bạch dạ hành thì không nên mua.",1
563,"Mình là fan của bác Keigo từ khi đọc Namiya. Trong truyện của bác có một chi tiết rất thú vị ""một người tưởng như đã chết sẽ quay lại bằng cách nào đó và tiết lộ cho chúng ta biết những mảnh ghép còn thiếu của câu chuyện"". Câu chuyện về lữ quán cũng vô cùng thương tâm, về những kẻ lòng tham vô đáy, kẻ ích kỷ chỉ muốn giành lấy lợi ích cho bản thân, kẻ mang định kiến về vẻ bề ngoài của phụ nữ, kẻ sẵn sàng bất chấp luân thường đạo lí, kéo cả những người vô tội vào cuộc chỉ để phục vụ cho mục đích của mình. Tiểu thuyết của bác Keigo luôn luôn lôi cuốn, mình đã đọc là xác định dành thời gian dài để nghiền ngẫm và đọc cho đến trang cuối cùng luôn, không thể nào bỏ xuống được. Và mình hiểu được dụng ý của người dịch khi để tên nhân vật bằng chữ in hoa chứ không phải chữ thường, văn phong dịch có nhiều từ ngữ rất thú vị mà mình chưa gặp trước đây. Nhã Nam mình luôn thích khoản dịch thuật, và bìa sách thì quá xuất sắc nhưng nội dung còn sâu sắc và bi thương hơn ❤ mãi ủng hộ bác Keigo. 🥺",1
564,"Về nội dung : .Chương đầu đọc hơi chán , vì đây là văn phong của 1 bác sĩ .Nhưng từ chương 2 sách rất hay. Đặc biệt có ích cho những ai chuyên bị các thánh HR bắt nạt ngầm nơi công sở . Hay dành cho những ai cảm thấy bứt rứt khó chịu trước 1 người mà không hiểu tại sao . Rất đáng để mua . Mình đọc cả đêm luôn . rất rất có ích. Giấy hơi có mùi kinh khủng . mình phải lấy nước hoa để xịt vào .",-1
565,"Tiki là chuyên về sách, cuốn sách Sói Đội Lốt Cừu giá bìa 110k, bán 88k, giảm giá không nhiều, nhưng giấy in rất xấu, nhám và có mùi, từ nay không thèm mua sách trực tuyến trên tiki nữa",-1
566,Sách đóng gói rất cẩn thận. nhân viên giao hàng rất nhiệt tình Sách mới chưa đọc nhưng có vẻ hấp dẫn Là cuốn hiếm hoi nói về nghệ thuật thao túng tâm lý,1
567,"Giao hàng nhanh, đóng gói cẩn thận! Mong sau này Tiki có nhiều khuyến mãi miễn phí giao hàng nữa ạ^^ Nội dung thì hay khỏi phải nói nhiều👍",1
568,"Giao nhanh. Sách đọc nhanh tuy hơi khó hiểu, đại loại là giúp ta nhận biết được kẻ ác và tránh sụp bẫy",0
571,"Sách đẹp , gói cẩn thận , giao hàng nhanh, có kèm dấu trang-khung ảnh. Cuốn này mình rất là ưng luôn. Có điều hơi bị cong mép. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",1
572,"Tôi rất hài lòng về sản phẩm này . Khi giao hàng Tiki đã bọc sách cẩn thận và tỉ mỉ . Còn quyển sách rất hay và thú vị ,sách có thể phù hợp với mọi lứa tuổi.Mọi người nếu muốn mua hãy lên Tiki vì trên Tiki giá hữu ích hơn ở ngoài và hãy ở nhà lên Tiki mua đồ để chống dịch.",1
573,Do giao chung với một sản phẩm khác thói quen của mình là khui từ đấy thùng .dùng dao rọc giấy nên vô tình làm xước sách .mình tính mua làm quà tặng như giờ đành đặt quyển khác .tiki nên xem xét sách đóng gói riêng 1 hộp khác.sách đầy đủ quà tặng 💝.in chất lượng. mình chưa đọc .nhưng chắc là một tác phẩm đáng mong đợi.,-1
574,"Về cách giao hàng của Tiki mình hài hài lòng giao nhanh trước sự kiến đóng gói cẩn thận kĩ càng. Còn về nội dung của quyển sách thì cực kì hay và có cảm giác lôi cuốn người đọc, mình đọc hết cuốn sách này vào ngày chủ nhật cảm giác như mình và thiên nhiên được gộp lại thành một vậy vừa đọc xong mình cảm giác như được tách biệt với thế giới ồn ào ngoài kia mà như đang được đắm chìm vào những trang giấy những dòng lôi cuốn dạ diết. mình khuyên các bạn nên đọc sẽ cảm thấy nhẹ lòng hơn đấy",1
575,"Đầu tiên phải nói là thất vọng về chất lượng sách. Giấy vẫn tốt, mực in tốt, chỉ có điều sách bị lỗi như hình. Nhiều tờ bị dư giấy, dính giấy và đóng sách bị lõm bên trong nên khi mở sách ra là bị rách. Với người thích mua sách về đọc và giữ sách đặc biệt là sách của tác giả mình thích thì không chấp nhận được. Nhận sách xong thất vọng hẳn. Về nội dung sách: Truyện của Nguyễn Nhật Ánh luôn gợi nhớ người đọc về lại với tuổi thơ, cái thời mà giờ cứ mãi nhớ, mãi luyến tiếc. Thấy mình đâu đó trong câu chuyện của các bạn nhỏ. nguyễn nhật ánh mang đến cho người đọc từ bất ngờ này đến bất ngờ khác. Người đọc dễ bị cuốn vào dòng cảm xúc của nhân vật. Càng đọc càng không thể bỏ cuốn sách xuống, cứ vừa đọc vừa hy vọng. Cách nhìn nhận cuộc sống theo hướng tích cực mà nguyễn nhật ánh mang lại qua nhân vật Tèo rất ý nghĩa. 5 sao cho nội dung sách.",0
576,"Sách của bác Ánh luôn mang một cái gì đó bình dị, chất phác, có lẽ vì thế mà bình chưa từng bỏ sót một cuốn sách nào của bác. Sách của bác mọi lứa tuổi đều có thể đọc được và hầu hết chỉ xoay quanh 2 đối tượng là "" người lớn "" và ""trẻ con"". Vẫn là chất văn ấy, bác Ánh đưa người đọc hết bất ngờ này đến bất ngờ khác, khó có thể đoán được các sự kiện diễn ra tiếp theo và cứ thế lôi cuốn người đọc không sao rời khỏi được cuốn sách. Câu chuyện dưới cái nhìn của Lam, với những người bạn thân là Nghị, Hằng... về thằng Tèo - một đứa trẻ không may mắn như những đứa trẻ khác (bị tai nạn, không biết cha cũng không biết người mẹ thực sự của mình là ai, bị dượng đối xử thờ ơ và có cực kỳ bất công) nhưng trái tim cậu vẫn luôn nhân hậu, vẫn không oán trách bất cứ ai và luôn tìm thấy được những điều tích cực trong hoàn cảnh khó khăn. Cách nhìn cuộc đời và những suy nghĩ ngây thơ của cậu bé sẽ khiến người đọc xúc động, thấy Tèo tuy còn nhỏ nhưng thực sự rất biết điều, và điều đó cũng lan toả, thay đổi suy nghĩ của những người xung quanh là Lam, là Nghị, là Hằng, và tất cả chúng ta theo 1 hướng tích cực hơn. Về hình thức, Tiki đóng gói rất đẹp, giao hàng cực nhanh, mình đặt tối hôm trước hôm sau nhận được hàng luôn. Đi kèm với quyển sách là một khung ảnh tặng kèm cũng đẹp không kém giúp chúng ta có thể lưu giữ ảnh để đặt ngay ở bàn học, bàn làm việc để trang trí cũng rất ổn luôn. Sẽ tiếp tục ủng hộ Tiki lâu dài.",1
577,Săn bán ngày 11/11 nên rất thích dùng tikinow nên qua hôm sau đã nhận được rồi,-1
578,tập này các bạn trẻ siêu ngầu luôn ạ =)),1
579,Truện bị rách rất nhiều và cả ướt nữa,-1
583,"Hâm mộ và theo dõi anh Thái quá lâu rồi có lẽ phải 2 năm nay ấy. Mình đã mua ngay cuốn sách này khi vừa được mở bán trên tiki. Đánh giá giao hàng của Tiki: Tiki luôn giao hàng chuẩn chỉ. Giao cực nhanh bất ngờ luôn. Trong 1 ngày. Đánh giá về Sách: mình đọc ngấu nghiến cuốn sách hết 5 chương chỉ sau 1.5 ngày. Quá tuyệt vời. Kinh nghiệm thực tiễn của anh Thái và các kiến thức đa đạng, phong phú, hiểu biết rộng của anh đã giúp tôi thông não hơn rất nhiều. Tôi thích những chia sẻ gần gụi của anh về đam mê, tìm kiếm lẽ sống, gia tăng năng suất lao động với những điều không chỉ lý thuyết mà ảnh còn đem ảnh ra làm bài tập thí dụ cho mình để mình học theo. Trong các tác giả Việt Nam viết về chủ đề thịnh vượng và phát triển bản thân có lẽ ảnh là người mình mê nhất. Dự báo cuốn sách này sẽ là cuốn sách số 1 ở tiki với chất lượng của nó và dịch vụ của Tiki nhanh/gọn/uy tín. Nếu đánh giác 2 chữ ngắn gọn: tuyệt vời!",1
584,"Một quyển sách rất hay dành cho tất cả mọi người muốn thiết kế một cuộc sống tốt, chất lượng và phát triển bản thân theo từng ngày. Quyển sách có rất nhiều điều thú vị, có rất nhiều câu nói hay của những người nổi tiếng trong giới kinh doanh. Một quyển sách đáng mua.!",1
585,"Cuốn sách thật sự tuyệt vời ,nó khiến bạn phải lao ra ngoài và làm theo hành động. Đọc sách như đang cảm thấy lửa của tác giả truyền vào nó, sau khi đọc thì cuốn sách bén lửa và biến thành tro 😃😃. Lời khuyên cho ai đang chuẩn bị đọc :"" Hãy chuẩn bị tinh thần để làm, đừng chỉ đọc rồi để đó"". Đây là cuốn sách của HÀNH ĐỘNG, HÀNH ĐỘNG VÀ HÀNH ĐỘNG. Cảm ơn anh Thái rất nhiều.",1
586,"cảm ơn chú ""Thái Phạm"". chú đã cho ra 1 cuốn sách vô cùng hữu ích cho tất cả mọi người đặc biệt là dành cho giới trẻ hiện nay. từ hình thức lẫn nội dung bên trong vô cùng sâu sắc, mang lại nhiều giá trị cho độc giả. chỉ với 199k thôi nhưng đó là cả quá trình để chú tạo được ra nhiều giá trị rất rất nhiều người.để viết xong sách chú đã phải bỏ ra 2 năm và những kiến thức của chú được đúc kết từ trước tới giờ.1 lần nữa con xin ""cảm ơn chú"" về tất cả những gì chú làm cho mọi người trở lên tốt đẹp hơn. mọi người nhớ mua sách của chú nha,sẽ không làm mọi người thất vọng đâu.",1
587,"Tiki giao hàng nhanh ghê mình đặt thường mà giao rất nhanh. Nói về chất lượng sách mình thấy chất lượng rất tốt, bìa cứng cầm rất chắc tay, dàn cũng rất dễ đọc. Về nội dung thì không cần phải bàn cãi, sách hy.live làm mình thấy cuốn nào cũng tốt, và cuốn này cũng không phải là ngoại lệ. Nội dung phù hợp cho các bạn đang tìm kiếm lẽ sống trong cuộc đời này, rất nhiều bài học hay và kiến thức có thể áp dụng để bản thân tốt hơn mỗi ngày. Đọc khá dễ hiểu mình ngồi một tối mà cũng được được gần 1/3 cuốn sách. Nói chung đây là cuốn sách hay, các bạn nào có nhu cầu thì mình nghĩ không nên ngần ngại ấy. Cảm ơn",1
