STT,content,sentiment
526,"Nội dung có một vài điểm khiến mình thấy mới mẻ và cũng có chút niềm tin vào nó ví dụ như những kiếp luân hồi của con người. Trong sách nói những thần đồng, thiên tài từ lúc còn bé xíu đã có thể biết đc rất nhiều điều mà họ chưa từng đc học qua ở kiếp này bởi ở nhiều kiếp trước những kiến thức đó đã đc họ nghiên cứu, học hỏi không ngừng từ kiếp này qua kiếp khác. Cho nên, khi đến kiếp này, kiến thức đủ nhiều và tự ăn sâu vào tiềm thức của đứa trẻ đó. Sách còn có những ví dụ về các kiếp sống tiền kiếp của bạn tác giả, khi nhớ lại được những kiếp sống đó thì chúng ta cũng biết đc một số văn hóa của thời Althentis hoặc Ai Cập thời cổ đại và những giá trị cốt lõi mà họ hướng đến từ kiếp này qua kiếp khác đó chính là tình yêu thương. Và con người cũng tiến hóa nhận thức dần từ việc sống chỉ biết đến bản thân thành sống và nghĩ đến người khác, cho đi yêu thương sẽ nhận lại những điều tốt đẹp. Những thứ là của mình sẽ là của mình, những thứ không phải của mình thì có cố níu kéo, tranh đoạt chỉ càng trở nên bi kịch. Nói chung, quyển này oke nhưng không quá xuất sắc để cho 5* nên cho 4* thoy. Nhưng Tiki giao hàng nhanh, sách đẹp, giấy siêu xịn nên cho lại 5* =)))",1
527,"Sách rất hay, nội dung tất cả như một điềm báo. Khi tôi đọc đến cơ thể như có một luồn điện chạy qua. Từng phần thì có những cung bậc khác nhau. Nhưng vẫn giữ được mối liên hệ. .v.v... Đây quả thật là một quyển sách rất đáng đọc!👏🏻",1
528,"mk rất thích cách đóng gói sách của tiki, rất kĩ lưỡng, k ảnh hưởng đến sách.giao hàng chưa tới 1 ngày. sách đẹp, giấy in chất lượng mặc dù sách là mk săn deal 10k.mk sẽ luôn ủng hộ tiki",1
529,"Đây là một cuốn sách đầy đẹp chất lượng. Cuốn sách cho mọi người hiểu sâu sắc luật nhân quả và khi hiểu vận dụng tốt nó giúp mọi người hiểu tại sao mình có những kết quả trong hiện tại và tương lai, cũng như biết cách điều chỉnh bản thân làm sao để có thể hướng tới điều mình muốn. Tác giả cũng nhắc nhở mọi người thường hành động nhưng không nghĩ tới kết quả. Hiểu rõ mối quan hệ giữa vật chất và năng lượng, khi năng lượng hoạt động chậm lại thì sẽ tồn tại ở dạng vật chất và ngược lại. Cái chúng ta nhìn thấy nghe thấy là đang tồn tại dạng vật chất và dương nhiên cũng đang tồn tại song song những hoạt động khác mà chúng ta không nhìn thấy bằng mắt thường nhưng có thể thấy qua những thứ hỗ trợ đặc biệt. Cuốn sách còn rất nhiều điều thú vị mà các bạn sẽ khám phá được. Hãy có cho mình cuốn sách nhé. Chu Nam Tác giả của blog phát triển bản thân Songphaihanhphuc.com",1
530,"Lúc đầu nhận được hàng mình hơi hoảng vì cái hộp bị như thế kia. Nhưng mở ra thì mình thấy khá ok. Đối với giá này mình thấy thế này quá ổn. Mình có kiểm tra lướt qua thì k thấy lỗi gì. Giấy đẹp, mực đẹp. Mới ord hôm qua mà nay đã có luôn. Nội dung thì mình chưa đọc hết nhưng nếu đọc hết thì mình sẽ đánh giá tiếp.",1
531,"Lúc đầu mua còn hơi lo nhưng khi nhận đc sách thì ko còn nx. Sạch sẽ, ko bị rách ở đâu, chất lượng giấy tốt. Mới đọc 10 trang mà đã thấy cuốn rồi. Lời văn của tác giả khiến người đọc thích thú, dẫn chứng cụ thể, thuyết phục. Cuốn sách này dành cho các bạn hs và cả những người đã đi làm đèu đọc đc.",1
532,"- Giao hàng nhanh: mình ở quận 10 tphcm, chọn giao hàng tiêu chuẩn, sáng đặt chiều giao tới - Trong chương trình đơn hàng đầu tiên 0₫ nên chỉ cần đóng tiền ship, dù vậy đóng gói khá đầy đủ - Sách hơi cũ, kiểu cái bìa nó không sạch như sách mới ấy, nhưng giở ra vẫn rất mới - Mình mua đại vì có coupon nên không biết nội dung như thế nào nhưng có vẻ là có ích đối với các bạn có hứng thú với việc tự học vì đó là cách hiệu quả nhất kiến thức có thể vào đầu các bạn, đặc biệt là đối với những bạn mới lên đại học đang làm quen với việc tự học là chủ yếu",1
533,Sản phầm đóng gói cẩn thận sách có màng co nói chung phần đóng gói em rất hài lòng nhưng Tiki giao hàng trễ những 3 ngày làm em hóng sách quá trời luôn hóng muốn xỉu Giấy sách mỏng và mềm về nội dung thì không có gì để bàn cãi . Sách rất hay ạ Mãi ủng hộ Tiki,0
534,"-Người ta thường nói đừng giá quyển sách qua bề ngoài :3 nhưng với tôi thì “Đừng nên ảo tưởng vì tên sách”. Cuốn sách này theo bản thân tôi thì nó k phù hợp với độc giả phổ thông vì quả thật là nó QUÁ NẶNG VỀ KIẾN THỨC. Tôi đã bỏ cuộc khi đọc quyển này :((( -Ngoài ra, sách thì rất xin xò, nhân viên giao hàng thì lại cực nhanh",-1
535,"dịch giao hàng bênh tiki rất tốt tôi cho 3 nếu tiki kiểm tra chất lượng cho khách hàng tốt hơn sẻ không có trường hợp này , sách đang đọc tự rớt trang ra như sách lậu giảm vạy , mong tiki đổi trả và giúp mình có lại niềm tin mua sách bênh tiki đi ạ",1
536,"Lần đầu mua hàng của tiki làm mình hơi buồn, về phần gói hàng thì tạm ổn lúc đầu nghĩ sách đc bọc bằng một lớp bọc bên ngoài để giữ sách k bị quăn mép nhưng k khi mở ra sách bị quăn ở các mép nên hơi khó chịu. Còn về phần nội dung sách thì rất hay theo quan điểm của mình là vậy, giúp ích cho mình rất nhiều nên mình rất thích và cực kì hài lòng luôn.",1
537,"Bìa bị rách, lại bẩn nữa không có bọc :( Giao hàng nhanh anh shipper quen nhà mình luôn :v Nội dung có chút triết học.... ai thật sự muốn tự học thì nên đọc nhé khuyên cuốn sách này không để giải trí cũng không để đọc cho zuiii :))",0
538,"- ai mà không đọc sách này chắc sẽ thiệt thòi lắm. To be honest ! - tôi trước giờ thường thích đọc các tác phẩm truyện, sách self-help của nước ngoài nhưng sau khi tiếp cận với 'tôi tự học' của cụ Nguyễn Duy Cần tôi đã có cái nhìn khác biệt hơn là tp của VN còn dễ hiểu, hay hơn nhiều vì tp nước ngoài qua người dịch nên nhiều lúc mất đi ý nghĩa của nó (nên tự đọc bản gốc thì hơn). - nói về tgia VN thì tôi quý nhất cụ Ngiyễn Duy Cần và ông Nguyễn Nhật Ánh 😘 - về TIKI: giao hàng nhanh, chất lượng sách tốt (90%). Thanks",1
539,Sách nội dung hay ý nghĩa về việc học của mỗi người! Sách lần này được xuất bản được in và sử dụng thân thiện với môi trường! Sẽ ủng hộ mua hàng qua tiki nhiều hơn mong rằng tiki sẽ phục vụ khách hàng ngày càng tiến bộ! Cảm ơn tới nhà xuất bản & tiki đã mang sản phẩm tốt tới bạn đọc vì sự bảo vệ môi trường tốt hơn!,1
540,"Mình không hài lòng về chất lượng sách này. Chất lượng chữ in không đồng đều, in sai nội dung rồi thiếu cả chữ, gáy sách đóng lỏng lẻo và cụ thể là sau khi mình lỡ gập ngược cuốn sách nó đã bật luôn cả một tệp giấy ra khỏi gáy. Font chữ in không đều, đùng một cái nhảy ra bài đọc có cái font chữ xấu khác hẳn với những trang còn lại.",-1
541,"Từ trước đến h phải mua ở bên tiki gần 40 quyển sách rồi , những cuốn sách ấy thực sự ko có lỗi làm lầm j . nhưng đến hôm nay bên tiki giao 4 cuống giáo trình hán ngữ tôi mới đặt từ hôm trước thì trong 4 cuốn ấy lại bị lỗi ntn đây , tôi yêu cầu bên tiki gửi lại cho tôi quyển khác và thu hồi lại quyển này . Và hôm nay toi đành đánh giá 1 sao cho cách làm ăn của các bạn 😊😊😊",-1
542,"chất lượng sách in rất tốt, in đủ các nội dung cần học. Rất tiện nghi khi chỉ cần tải app về là có thể nghe được, và còn phần tiếng việt giúp những người lần đầu tiên tiếp xúc với ngôn ngữ khác dễ dàng đọc hiểu. Dịch vụ giao hàng nhanh, anh shipper cũng rất nhiệt tình.",1
543,"mình nghe cố giáo trên youtube kêu mua quyển này thế là mình đã mua rồi đây!!!ôi cha sách tốt lắm ,có dịch ra tiếng anh và cả tiếng việt.giao hàng rất là nhanh luôn đó.mới đặt tối qua mà chiều nay đã có rồi, mực ko bị nhoè,thấy có một số comment bảo rằng sách ko chắc chắn ,bị trầy xước này kia nhưng may quá sách của mình ko bị trầy và rất là mới .mình nnghi chắc do hên xui thôi.cảm ơn tiki nha",0
544,"Là một đam mê các bộ phim Hoa ngữ bản thân lúc nào cũng tự nhủ nhất định phải học tiếng Trung. Lúc đầu mình cũng hoang mang lắm, không biết phải theo giáo trình nào. Sau khi tìm hiểu thì mình quyết định sẽ học theo Giáo trình Hán Ngữ. Sách giải thích dễ hiểu, các bài học được bố trí logic rất thích hợp cho những bạn mới học tiếng Trung. Bên cạnh đó còn có audio luyện nghe, chỉ cài app MC Book sau đó quét mã QR là có thể học tiếng Trung ở mọi nơi chỉ với một chiếc điện thoại. Giá nếu mua trên tiki là hợp lý nhất rồi, giao hàng cũng nhanh và nhân viên chuyên nghiệp và thân thiện. Mình rất hài lòng",1
545,"đọc nhận xét sách hư này nọ cũng hơi sợ mà hên mình đặt ko sao hết, sách nhìn mới, ko thấy mất trang hay in mờ, chữ hoa to rõ, có tiếng Việt, chữ tiếng Anh chú thích nghĩa in hơi mờ 1 tí nhưng cái này ko quan trọng lắm, rất đáng mua cho người mới bắt đầu học tiếng Trung :3",1
546,"Tiki luôn giao hàng rất nhanh, đóng gói cẩn thận không móp méo. Sách thì mới, không trầy xước hay có vấn đề gì. Nên rất thích mua sách ở tiki, giá rẻ, sách tốt, tiết kiệm rất nhiều. Mua sách Hán ngữ về tự học sẽ giúp mình vừa thỏa đam mê học được nhiều ngoại ngữ và đu idol của mình hơn 🥰",1
547,"Sách đẹp lắm nhé, có chú thích đầy đủ, còn giới thiệu cho cách quét mã QR nữa Hàng mình đặt ngày 10 dự kiến là khoảng 15-16 mới có mà bây giờ ngày 11 đã có rồi Cảm thấy rất hài lòng luôn ý. Luôn ủng hộ tiki",1
548,Tiki đóng gói sạch đẹp. Sách mới in rõ chữ. về nội dung của sách mình nghĩ là nó giống như là sách giáo khoa á. bạn có thể hiểu sách giáo khoa và sách tham khảo khác nhau chỗ nào mà đúng không? Và đương nhiên bạn sẽ thích sách tham khảo hơn là sách giáo khoa. mình thấy bộ sách này giống y như sách giáo khoa tiếng Trung nếu mà bạn học có giáo viên dạy kèm hay học ở trung tâm thì bạn mua bộ sách này không thành vấn đề. nhưng nếu bạn muốn tự học mà không cần đến lớp thì mình nghĩ không nên mua bộ sách này. nó viết rất chán.,-1
549,giao hàng nhanh. sách lành lặn cẩn thận nhưng không ưng về chất lượng sách. sách in nhiều chỗ rất mờ. giấy khá mỏng. còn nội dung thì mình chưa biết. mong các bạn đã mua đánh giá thêm,-1
550,"Cuốn sách dành cho những ai đang cảm thấy cô đơn, lạc lối giữa dòng đời hối hả; dành cho những con tim đang cảm thấy bị tổn thương; dành cho những con người chẳng biết mình sẽ là ai trong xã hội của ngày mai Như một liều thuốc chữa lành cho tâm hồn của họ - những con người thực sự cần nó Thế gian vội vã hay do tân trí bạn quá bận rộn??",0
551,ND cuốn sách mình chưa đọc nên sẽ k đánh giá. Nhưng sách mình nhận đc thực sự thất vọng. Sách bẩn laii còn bị rách. Minh đã phải lau đi cho đỡ bụi. Nhìn rất giống sách cũ. Không hiểu sao tiki lại có thể vận chuyển cuốn sách ntn cho kh??? nhìn đã k muốn động r Thất vọng,-1
552,"Cuốn sách này rất hay, khi chính bản thân đang lạc lối, vô hướng thì chính cuốn sách này mang cho ta cảm giác yên bình và hạnh phúc. Nếu như bạn nào chưa từng đọc sách hay chưa có thói quen đọc sách thì cuốn sách này có thể khởi đầu cho chính các bạn để có một hành trình mới- 1 sở thích mới có thể được hình thành từ đây. Mong rằng, những ai đang mệt mỏi có thể được tĩnh lặng lại nghe chính con tim mình gửi gắm thông điệp gì đến mình. Chính cuốn sách này sẽ nói lên những lẽ sống mà chúng ta đã quá vội vã mà vô tình bỏ qua. Và hơn hết, mong các bạn nào khi đã đọc xong, đều được sự an nhiên trong cuộc sống mình, đó chính là sức mạnh tinh thần!",1
553,"Đây là cuốn sách đã giúp bản thân mình suy nghĩ về bản thân, sống chậm lại, biết yêu thương và quý trọng những điều đang diễn ra xung quanh. Cuốn sách đã thay đổi tư duy của mình rất nhiều, giúp mình hạnh phúc hơn. Mặc dù có 1 số trường hợp tác giả dẫn chứng cũng khá cũ, nhưng nhìn chung thì sách khá ok. Mua sách tại Tiki luôn yên tâm về chất lượng, giao hàng cực kì nhanh, đóng gói cẩn thận. Quá tuyệt",1
554,"Sách mới đẹp, không móp méo hay rách. Quyển này đợt mình đặt giùm bạn, rồi mượn đọc thấy hợp gu quá nên giờ rước về thêm 1 em cho bản thân. Nội dung là những dòng chữ tản mạn về cuộc đời, về triết lý ngỡ sâu xa nhưng thật ra lại đơn giản. Đôi khi giữa dòng đời vội vã, ta cần đi chậm lại để nhìn nhận bản thân, để chiêm nghiệm, để lắng nghe.",1
555,"Cuốn sách với văn phong nhẹ nhàng, đầy tính triết lý, có hơi hướng tôn giáo (Phật Giáo) khá nhiều. Câu văn ngắt quãng có thể khiến nhiều người cảm thấy bị ngắt mạch liên kết riêng mình lại rất thích vì cảm thấy dễ đọc, mình có ngó qua bản gốc tác giả cũng viết như thế chứ không phải do ngụ ý của dịch giả. Cuốn sách mang những thông điệp ý nghĩa về cuộc sống, tình bạn, tình yêu, công việc dưới góc nhìn của một nhà sư. Nội dung đơn giản, nên phải đọc chậm rãi thì từng lời khuyên, nhắn nhủ mới thấm sâu được. ""Bước chậm lại giữa thế gian vội vã - The Things You Can See Only When You Slow Down"" (멈추면 비로소 보이는 것들) mang đến cho mình nhiều lẽ sống, chân lý hơn. Biết cân bằng lại các mối quan hệ, ít nói hơn hành động nhiều hơn. Cuối sách còn nhắc đến thiền (mình thấy hay cực) một phương pháp tĩnh tâm hiệu qua cho những tâm hồn ""dậy sống"" luôn vội vã giữa guồng quay của xã hội.",1
556,"Sách mới đẹp, sạch sẽ. Nội dung là những đoạn văn, câu văn dài xen lẫn thơ...tản mạn về cuộc đời nghe như những lời thủ thỉ đầy chiêm nghiệm, triết lý, với những ai đang cảm thấy chênh vênh, lạc lõng, cảm thấy cuộc sống quá nhanh, quá hối hả, cảm thấy bị mất kết nối trong mối quan hệ,...đọc đôi dòng sẽ cảm thấy được an ủi, sáng tỏ nhiều điều tưởng chừng giản đơn mà tác dụng lớn lao.",1
557,"điều mình thích sách này là về bìa sách, nhìn bìa mình thấy được bản thân mình trong đó, ở giữa cuộc sống tấp nập, hối hả, và đầy lo toan. cuốn sách như giúp mình tĩnh tâm lại, tìm thấy lại chính mình. lời văn mang tính khuyên răn nhưng nhẹ nhàng, êm ái. mình đã đọc gần xong cuốn sách và dự sẽ đọc lại để thấm hơn.",1
558,"Tiki giao hàng rất nhanh, sách không bị cong gấp, hoàn mỹ luôn =)))) Sách của đại đức Hae Min thì không còn gì để bàn cãi. Mình đang sưu tập toàn bộ sách của ông vì mỗi lần đọc cảm giác rất khoan khoái, dễ chịu nhưng để lại những bài học rất sâu sắc. Đợt này mua còn đc giảm đến 50%. Yêu tiki rất nhiềuuuuu, yêu Nhã Nam rất nhiềuuuu",1
559,"Điều đầu tiên mình rất hài lòng về ship hàng của Tiki,mới order hôm 6/3 mà chiều 7/3 đã có rồi, điều thứ 2 là sách đẹp, tiki gói sách rất sạch sẽ. Yêu sách vì cái tựa đề rất uh là phù hợp với nhịp sống hối hả hiện tại.Và giờ đây mình lại có cho bản thân một cuốn sách để bổ sung vào Bộ sưu tập Sách rồi. Tiki rất tốt, luôn ủng hộ bạn",1
560,"Mình đã đặt hàng trên tiki rất nhiều nhưng đây là lần đầu tiên gặp sự cố này. Đơn hàng 14 cuốn sách thì 8 cuốn bị hư hỏng, ướt, mốc, cong và hư sách (không tính những cuốn cong mép do vận chuyển). Thùng hàng không có dán TikiNow như thường lệ, bìa giấy chèn sách trong thùng thì còn dán hóa đơn hàng của mình, chắc chắn làm ướt sách và tráo thùng. Mình đã phản hồi trên tiki ngay khi nhận đơn hàng và đang chờ đổi trả, mình đã quay lại clip và chụp toàn bộ sách cũng như thùng hàng bị xé. Khi nào tiki thu hồi sách và đổi trả mình sẽ review tiếp. Mong tiki giữ chữ tín của mình.",-1
561,"Em hat xem những review sách dạo cũng có nghe nhiều về quyển này :)) nhân lúc tiki sale tậu luôn em này vêc :))) nói về bề ngoài, em cũng có đọc vài cmt về sách bị mốc hoặc nếp gấp, khi nhận hàng em cực bất ngờ khi sách không bị mốc hay gấp mà cực xịn xò và xinh luôn ấy ạ :)) anh shipper đẹp zai là điều mình thích nhất :)) về nội dung, rất phù hợp với em, ngày trước em hay đọc mấy kiểu như sách ngôn tình, kiểu tự sự á, nên em ít đọc dạng này, nhưng em nghĩ là mình nên làm mới bản thân nên đã đổi loại sách để tìm hiểu nhiều hơn về các loại sách :)))))))) phải nói đây là 1 quyển sách rất logic luôn ấy ạ, em hơi chậm nên đọc đến đoạn nào khó hiểu là em lại dừng đọc và suy nghĩ nhiều hơn về những vấn đề này, đây cũng là cách để mình cảm nhận được những gì sách đem lại ấy ạ :)))) vote 5 saooooo",1
562,"Chào mọi người, em mới học lớp 7. Có lẻ em đã quá vội vàng để tiếp xúc với sách thể loại văn học sớm như thế này. Và đọc xong đêm đầu tiên (theo như sách viết) thì em kiểu “Đời hư ảo đưa em vào cơn mê” kiểu vậy đó ạ, nói rối lắm, nhưng thật sự rất hay và bánh cuốn trôi nước, canh dúngđợt giảm giá mà giá sách kể cả ship cũng 80k, đói với em đó là một khoảng rất lớn, em cũng chưa tiêu nhiều như thế đấy lắm, vài lần mua đồ dùng, sách vở, quần áo bình thường thôi, nó có thể cho em ăn đồ ăn vặt tới lúc no, nó có thể mua một cái áo để đú trend, và ăn diện vứoi bạn bè. Nhưng em đã quyết định mua quốn này, và đến hiện tại em vẫn thấy điều đó rất đúng đắn, mặc dù không hiểu quá nhiều, nhưng củng đủ để một đứa như em phải suy nghĩ... rất nhiều, đây là một trải nghiệm rất đáng giá với em. Còn vấn đề sách giao ổn không, có bị gì không thì... hoàn toàn ổn, sách cầm rất đả tay, mà cái cạnh nó cứng với vuông quá chích đau tay lắm mấy anh, cùn hơn chút được không :’’(, giao khá nhanh, tầm từ khoảng 21h ngày hôm trước thì chiểu khoảng 2~4 giờ gì đó hôm nay tới (22h/9/4/2020-> xấp xỉ 3h/11/4/2020) nhà em ở Quảng Trị ạ, phí ship là 19k, khá rẻ so với Shope(đương nhiên rồi, vì tiền Ship của Shope sẽ bù luôn tiền hàng, tiền hàng chỉ làm mồi nhữ thôi), và Lazada, mấy app khác em chịu nha mọi ngừi :)) *Ảnh sách minh hoạ* (để thêm ảnh trương cơ sở 2 vô chơi chứ chả có tác dụng gì âu :)) )",1
563,"Khoan bàn về nội dung cuốn sách trước tiên là nói về chất lượng cuốn sách đi Thật sự t đã phải kiểm tra lại mấy lần để chắn chắn rằng mình mua sách mới chứ không phải sách cũ Các trang sách bị quăn và gấp ,bìa sách thì bẩn và cũ Thật thất vọng",-1
564,Nội dung sách thì không phải bàn rồi. Nhưng về hình thức thì tiki nên bọc thêm lớp đệm như fahasa để tránh va đập khi vận chuyển. Sách mình nhận được hơi quăn ở hai góc và bìa sau nên chưa hài lòng lắm về lần mua này. Mong tiki sẽ cẩn thận hơn. Giao hàng đúng hẹn.,0
565,"mong tiki xem xét lại vấn đề gói hàng. mình đã nhiều lần nhận sách được đóng gói sơ sài, dính bụi bẩn,còn bị móp đầu sách.mấy lần trước còn tệ hơn. mình nghĩ chắc 1 hoặc 2 lần thôi bỏ qua, nhưng vấn đề này cứ tiếp tục mình xin kiến nghị nha. a nhân viên síp hàng có vẻ căng thẳng, khó chịu. mong ti ki khắc phục tình trạng này",0
566,"chưa bàn về nội dung ạ, nhưng về hình thức mình thấy hoàn toàn ok ạ. mình đã kiểm tra rất kĩ, lúc đầu tường chữ ""Đ"" kia bị lỗi, hóa ra không phải, mà là chữ ở sách này in font như vậy. nói chung là chất lượng tốt, giấy đẹp, kiểm tra qua chưa thấy lỗi font chữ, sách mới, mỗi tội bây giờ tiki không bọc sách bookcase ,để sách mình nhìn hơi trơ trọi. hy vọng tiki sẽ cải thiện điều này và tiếp tục phát huy những điểm mạnh về khía cạnh sách trên hệ thống. cảm ơn tiki.",1
567,"Một quyển sách về triết lí cuộc sống và các mỗi quan hệ mà nhiều khi đang đọc phải dừng lại tiêu hoá dòng vừa đọc rồi mới tiếp tục được không thì không hiểu mình vừa đọc cái gì luôn. Trong các luận điểm được nói tới, mình rất thích quan điểm rằng mỗi người cần phân biệt được rõ ràng rành mạch ranh giới nhiệm vụ của mình và người khác. Việc phân chia này không phải là ích kỉ mà ích kỉ là là khi chúng ta can thiệp vào nhiệm vụ của người khác.",1
568,"-Mình đặt hàng hôm trước hôm sau mình đã nhận được sách, Tiki giao hàng nhanh quá ấy :) -Về nội dung: một quyển sách khi đọc xong làm mình bất ngờ về những giá trị mà quyển sách đem lại, ban đầu đọc tiêu đề mình chỉ nghĩ đơn thuần là Dám bị ghét, dám làm điều mình muốn. Nhưng quyển sách đã đem đến cho mình những giá trị tuyệt vời về cách để sống hạnh phúc, được là chính bản thân mình, nhìn thấy được giá trị đích thực của bản thân và người khác, vượt lên trên quá khứ và sống 1 cuộc đời đúng nghĩa do chính bản thân mình tạo ra mà không sợ những đánh giá, phán xét từ người khác.",1
569,Mình đang chuẩn bị có em bé nên muốn mua sách về để đọc để giảm bớt stress vì công việc. Ở 1 môi trường mà dường như mình ko dc lòng ai khiến mình loay hoay tìm lối thoát. Và đây chính là lối đi đầy ánh sáng đầy năng lượng tích cực cho tất cả mọi người dù có đc thương hay bị ghét. Có lẽ khi con mình 10 tuổi mình sẽ cho bé đọc để con đc hạnh phúc 🥰.,1
570,"mình đặt hàng hôm 9/9 mà gì ôm nay 12/9 là có hàng. Sách có 1 quyển mà shop gói cho cái hộp to chà bá luôn. Sách đẹp, cái hộp thì rách tả tơi nhưng sách ko rách. Sách in rất đẹp, giấy dày và xịn nên rất nặng. mang đi lên lớp thì ko ổn lắm. phương pháp của sách khá thú vị. Còn tặng kèm app rất chi là bổ ích luôn. nói chung là ĐÁNG ĐỒNG TIỀN BÁT GẠO. Mình sẽ học thử rồi review về tính hiệu quả sau nha :33📦📦📦📦📦📚",1
571,- nhận sách sớm hơn dự kiến. - đơn hàng ghi có sử dụng bookcare nhưng thực tế là không. thậm chí còn bị cong mép sách (ko sao). Đã trừ bookcare trong tài khoản của tôi. - đây không phải lần đầu bị trường hợp đơn trừ bookcare nhưng sách không bọc. Đề nghị Tiki kiểm tra lại.,-1
572,"tiki giao hàng nhanh hơn so với ngày đã định, sách dễ học và giúp mình nạp từ vựng siêu nhanh. Nhưng về phần app hack não pro thì hơi chật vật một chút về mở thêm bài. TUY VẬY NHƯNG NÓ ĐÁNG ĐỒNG TIỀN BÁT GẠO 😃😃😃😃",1
573,"Thực sự tiki giao hàng rất tốt. Khi nhận hàng sách dc đóng gói rất chắc chắn và cẩn thận nên các góc và bìa sách ko bị cong hoặc dập nát, chất lượng sách rất tốt, cảm ơn tiki",1
574,"Sách săn sale tối ngày 9/10 đã về rồi đây cả nhà 🥳 vừa xinh áp mã giảm 30k tiki cho và 25k xu từ việc tích cực cào xu hàng ngày nữa. Còn được freeship. Sách đẹp, thơm, đóng gói cực cẩn thận. App đi kèm có giao diện trực quan dễ sử dụng. Quá là tuyệt!",1
575,"Shop Giao Hàng Rất Nhanh , Mình Ở Thái Nguyên mà chỉ sau vài ngày shop đã giao tới rồi . về sản phẩm thì khá tốt , đây là sản phẩm mới và được đóng gói kĩ càng . Dù vận chuyển xa nhưng sách không bị nhăn hay là rách gì cả . mình thấy ok nên cho shop 5 sao :))",1
576,"Tôi mua gói bookcare để bọc những cuốn sách tôi mua. Tiki làm ăn tắc trách, ẩu tả không bọc quyển này. Gọi lên thì báo chỉ hỗ trợ hoàn bookcare. Cái tôi cần là bọc sách để bảo quản chứ không phải làm ăn cẩu thả rồi cứ hoàn lại bookcare đã trừ.",-1
577,"Không dễ dàng để nuốt 1500 từ nhé, hiện mình học đến bài 06/50. Bạn phải thực sự nghiêm túc thì mới có kết quả. Ko chỉ học mỗi trong sách này bạn nên kết hợp luyện nói và nghe thêm ngoài thì mới cảm thấy tiến bộ để có động lực học ko bỏ cuộc giữa chừng",0
578,"Hack Não 1500 - sách tự học từ vựng theo chủ đề, đi kèm App dạy phát âm của người bản xứ và 4 buổi học Livestream mỗi tuần - tự tin đọc hiểu và giao tiếp tiếng Anh, luyện siêu trí nhớ sau 50 ngày Tìm mua lâu rồi, nay mới được ạ, phục vụ việc luyện từ thật tốt",1
579,Sách mình mua về mới học được 2 ngày mà hôm nay mở ra mấy trang sách rách rời hết khỏi gây như vầy thì thất vọng quá luôn. Mong Tiki xem xét lại chứ quyển sách hơn 400k mà chất lượng như vầy thì quá tệ!!!,-1
580,"Mình mua cuốn này cùng những cuốn sách khác, khi nhận những cuốn sách đó đều được bao cẩn thận, riêng cuốn này thì không, sách hơi xấu nữa, làm mình tụt hứng, hơi quạu với thất vọng. Mà giao hàng sớm 1 ngày, rất mát.",-1
581,"Bìa sách rất đẹp, mang lại cảm giác huyền bí. Tất cả sách được đóng gói gọn gàng sạch đẹp, rất ưng. Có điều có quà tặng HSO Magicial không hiểu là gì và dùng thế nào? Nhìn có vẻ như voucher giảm giá với các giá trị khác nhau, nhưng không hiểu điều kiện áp dụng là gì. Mình thử áp vào giỏ hàng mà toàn thấy báo không dùng được.",0
582,"sách rất hay. đúng là có cùng cảm xúc như đọc Hoàng tử bé, tuy ngắn nhưng những điều đọng lại lại quá nhiều, khiến con người ta phải suy ngẫm không thôi. và dĩ nhiên khi bạn muốn làm điều gì đó cả vũ trụ sẽ chung sức giúp bạn, hãy tin là như vậy",1
583,"Đặt mua phần vì là tác phẩm hay, phần vì bản tái bản lần này bìa quá đẹp. Do chưa xem nên cho mình bỏ qua phần đánh giá nội dung, và sẽ quay lại khi đọc xong. Fahasa đóng gói kỹ, sách mới, còn thơm ( chỉ hơi trầy nhẹ phần bìa sau ). Tôi không thường viết đánh giá ( lần này ngoại lệ vì shipper nhiệt tình ) và cũng thương thay cho shipper vì hôm trước mưa khá lớn tôi không đến nhận được, hôm sau lại phải mang đến điểm giao nhận gửi cho tôi. Nếu có phần đánh giá riêng cho shipper, tôi chọn. 5 ⭐️. Một lần nữa cám ơn shipper!",1
584,"Qua sách mang đến năng lượng rất lớn cho những ai tin vào con tim chính mình. - Chỉ cần là điều ta mong ước chắt chắn sẽ có thể thành hiện thực, Nếu điều đó hướng đến những điều tốt đẹp. - Khi ta bắt đầu đi tìm vận mệnh của chính mình, trên đường đi sẽ tự động có người hướng dẫn ta. - Trên đường đi sẽ có những thử thách ta cần phải vược qua và những bài học cần phải có để có thể thành công. - Ta chỉ có thể sống và làm mọi việc ở hiện tại và hãy nhớ rằng ""Kho Tàn"" nằm ở nơi ta bắt đầu. "" Chính là suy nghĩ bên trong của chúng ta""",1
585,"Mua sách từ nguồn này rất ổn. Tuy Tiki chưa đóng gói sách kỹ lắm như chưa bỏ mút xốp chêm sách... nhưng nhìn chung vẫn đảm bảo được sách không bị tổn hại trong quá trình vận chuyển. Sách thì mới nguyên. Dù không được bọc trong bao trong nhưng sách vẫn mới, không hề có nếp gấp do sách cũ hay bị lỗi nào.",1
